contrast,dissimilarity,homogeneity,ASM,energy,correlation,gabor_mean_0,gabor_std_0,gabor_mean_1,gabor_std_1,gabor_mean_2,gabor_std_2,gabor_mean_3,gabor_std_3,gabor_mean_4,gabor_std_4,gabor_mean_5,gabor_std_5,gabor_mean_6,gabor_std_6,gabor_mean_7,gabor_std_7,gabor_mean_8,gabor_std_8,gabor_mean_9,gabor_std_9,gabor_mean_10,gabor_std_10,gabor_mean_11,gabor_std_11,gabor_mean_12,gabor_std_12,gabor_mean_13,gabor_std_13,gabor_mean_14,gabor_std_14,gabor_mean_15,gabor_std_15,label
1639.263671875,6.428484987745097,0.974790642637176,0.5190112467047551,0.7204197628626995,0.9447594966893297,99.81979370117188,122.1345559551263,85.66265869140625,111.5858822591043,23.021392822265625,60.141977559026415,18.926055908203125,51.77961564160159,108.62861633300781,123.99478630013533,7.476104736328125,29.894787372935347,116.31101989746094,122.35847733994785,22.907501220703125,56.29540312684607,98.70420837402344,122.32902453931675,85.76956176757812,112.1400828970906,24.857620239257812,64.47525028086434,20.34844970703125,55.431492879680135,106.9498291015625,123.8446997630283,7.0700836181640625,29.750696281412438,112.89547729492188,122.417563093353,21.7874755859375,54.88302101272125,healthy_guava
3264.4365234375,12.801711856617647,0.9497979804472443,0.47078975865597406,0.6861175684167206,0.8957568380295701,119.34616088867188,123.52885668189923,98.03758239746094,112.62866356954105,50.16987609863281,89.57185452443237,41.172149658203125,78.55387359407462,137.3277130126953,123.66034502300111,12.868301391601562,39.20287712385495,135.97830200195312,121.67953458215754,36.459320068359375,71.52295786244555,120.36587524414062,123.47894163439946,97.8255615234375,111.79080525834712,44.4979248046875,84.46313157265008,36.040130615234375,73.13138707170656,135.65489196777344,123.82093887441651,12.753463745117188,39.370640049127445,132.302734375,122.35778935388653,36.01910400390625,70.59545043483739,healthy_guava
1699.4287109375,6.6644263174019605,0.9738653967499538,0.5275907252128095,0.7263505309549552,0.941514992506216,94.85606384277344,121.25710071341258,82.27915954589844,111.07791480850173,27.692703247070312,68.12775406904129,22.655380249023438,59.084563577306646,104.55484008789062,123.27055196230019,7.6176300048828125,30.865677558113063,112.07847595214844,121.61110121838135,23.209579467773438,57.24186927675645,97.08399963378906,121.23269439099661,82.28060913085938,110.04511941961,25.428741455078125,63.84908851236955,20.88970947265625,54.56028406702249,105.55146789550781,123.31660716135582,7.7921295166015625,30.639260765203005,113.71282958984375,121.91802071815025,24.522598266601562,58.8464675779135,healthy_guava
3244.00390625,12.721583946078432,0.9501122027150679,0.4689558150127944,0.6847791326586734,0.8968610768241756,122.49887084960938,123.50908104974452,99.19279479980469,111.7521298634514,45.95155334472656,84.12513995285019,36.91859436035156,72.46038564278909,138.5601806640625,123.63993652012984,12.688201904296875,38.657309188250956,137.4629669189453,121.39229152538199,35.98139953613281,69.71326754444192,120.32832336425781,123.86137433550148,99.32223510742188,113.01977184054594,49.457763671875,87.95442259978812,41.00201416015625,78.30172333694166,137.76243591308594,123.62818973169847,12.467987060546875,38.78200756368544,135.43045043945312,122.02316883360538,35.959381103515625,70.04157024064473,healthy_guava
2824.8671875,11.077910539215686,0.9565578816550304,0.4703277574600802,0.6857874728513033,0.9110091454369679,122.21470642089844,124.1193204575549,101.84756469726562,113.84175484973667,42.056732177734375,81.25967237629129,32.25511169433594,67.34589362112516,135.4302215576172,124.52845021794748,11.848403930664062,37.52122911734754,133.99114990234375,122.66754382139482,34.94371032714844,68.66465798469652,121.93901062011719,124.3341012682413,101.8333740234375,113.91709967164869,40.184356689453125,78.79441008540363,31.9393310546875,66.77993237938685,136.55772399902344,124.28931636241475,12.193145751953125,37.897360701458766,136.86636352539062,121.28273619847447,35.34490966796875,68.96673353288483,healthy_guava
1095.9345703125,4.297782628676471,0.9831462096651724,0.48411555809483414,0.6957813925730688,0.966245837548539,129.27125549316406,126.0120236482579,115.75584411621094,117.24702070874663,16.152008056640625,52.314140368228664,12.339431762695312,42.792174538435034,135.72177124023438,125.73979766149819,5.27508544921875,24.631359463319377,141.8075408935547,123.2981694560232,17.228729248046875,47.52133363768872,128.84620666503906,126.13106471120967,115.85658264160156,117.49696216440098,17.30255126953125,54.98496790170182,13.651031494140625,46.090182775476606,134.2410430908203,125.99869362546222,5.0951995849609375,24.77412950691015,138.38787841796875,124.20143563800644,17.025039672851562,47.686241828833055,healthy_guava
1052.01953125,4.125566789215686,0.9838215555124105,0.49403680910445275,0.7028752509695648,0.9669834095886133,116.93669128417969,125.32313788988078,103.76774597167969,115.96316876636666,15.25677490234375,47.99966287366468,14.050537109375,45.38116843945585,122.59307861328125,125.77205992123503,4.88861083984375,23.16013709728757,132.22108459472656,123.82865842410904,16.902923583984375,45.82957074249046,115.20515441894531,125.6170084947234,103.81802368164062,116.78785864487749,15.753875732421875,50.544983424258646,13.030502319335938,43.582184430235415,121.97039794921875,125.82112397940675,4.8808441162109375,23.273543224108785,129.49298095703125,124.09138264158011,17.526992797851562,48.32591359414922,healthy_guava
1549.916015625,6.078102022058824,0.976164672352213,0.5600801537191844,0.7483831049422278,0.9427759548550049,84.78314208984375,117.9556665716308,72.68496704101562,107.2665339766493,22.426864624023438,61.808735758076324,18.576705932617188,53.112798230995736,93.16098022460938,120.6020603426925,6.8587799072265625,29.090887830407887,101.29693603515625,120.25240367143041,20.283737182617188,53.69015974633692,84.76058959960938,117.89231961503225,72.652099609375,107.1670739374473,22.111831665039062,60.64108086824578,17.455947875976562,51.50445164397634,93.51097106933594,120.69591845597165,6.976531982421875,29.56498927951529,101.66421508789062,120.38503119591583,21.588104248046875,56.36269111133178,healthy_guava
1867.91796875,7.325168504901961,0.9712742907644634,0.47411933648174065,0.6885554106434452,0.9423153766011059,128.97207641601562,125.46009313149928,113.63409423828125,116.74107111569246,30.965438842773438,73.23556935922042,23.725418090820312,60.82426728001849,138.86944580078125,124.87092084074935,8.174713134765625,31.762333802974176,143.04507446289062,122.20389983265027,24.862838745117188,58.17765304325376,130.8793487548828,124.9525998392299,113.51725769042969,115.77998642412832,27.355880737304688,66.65862598429915,22.91455078125,58.414015413443636,140.40261840820312,124.4524299718877,8.386581420898438,31.568116900349278,146.40985107421875,121.45032376733589,25.909133911132812,59.86808260879338,healthy_guava
1136.3603515625,4.456315104166666,0.9825245232435872,0.4842301276696136,0.6958637111481052,0.964951373684996,140.685546875,125.36259444713696,126.51319885253906,117.16691828264833,17.830184936523438,56.535642893318354,13.978866577148438,46.759066877331826,146.6185302734375,124.67979380610662,5.3135223388671875,25.202519880132243,150.27752685546875,122.4333351033056,16.4920654296875,46.26200321206362,140.79605102539062,125.35059914237692,126.49166870117188,117.09135023342222,16.36566162109375,52.87815689292992,13.299179077148438,45.14917849106318,147.18458557128906,124.53033323285463,5.36224365234375,24.761306287387608,151.175048828125,122.25017510710698,17.228500366210938,47.19601039625969,healthy_guava
2806.595703125,11.006257659313725,0.9568388690196998,0.4651402591543639,0.681995927945389,0.91255944110758,126.8388671875,124.41970555034405,106.74032592773438,114.84063511312007,40.29988098144531,80.69175215567346,33.54913330078125,70.45517163548985,140.952392578125,123.9042612363575,12.271163940429688,38.201676733479204,140.5733184814453,121.8310295846832,34.36552429199219,68.51393830609717,127.90261840820312,124.33477829132649,106.60005187988281,114.18990596646928,38.13652038574219,77.58086419982632,31.1241455078125,67.04150015781619,141.1665496826172,123.97531307403021,12.205581665039062,37.76439734729253,140.05734252929688,122.15087532212483,34.583343505859375,68.83404206903154,healthy_guava
